0.01661,199.72389
0.0184,198.07517
0.02018,196.80224
0.02223,194.99794
0.02453,192.85461
0.02683,190.55925
0.02964,188.4647
0.03245,187.25354
0.03577,187.25354
0.03935,187.94468
0.04318,187.25354
0.04752,186.73685
0.05238,185.70775
0.05749,183.83577
0.06336,181.98267
0.06975,179.9824
0.07665,177.34952
0.08431,177.51294
0.09275,176.04757
0.10194,174.27297
0.11216,171.40758
0.1234,167.81471
0.13567,163.84381
0.14947,163.99478
0.16428,163.39171
0.18064,159.96686
0.19878,157.04714
0.21871,153.47231
0.24068,152.34564
0.26469,151.36659
0.29101,153.04883
0.32014,150.25538
0.35207,145.08751
0.38733,165.51221
0.51559,146.42999
0.5672,145.89151
0.62392,148.87783
0.68626,143.88981
0.75499,138.04797
0.83036,131.47102
0.9134,127.53519
1.00487,121.01244
1.10528,111.18086
1.21591,104.72009
1.33753,91.62838
1.47115,82.57147
1.61832,68.17577
1.7803,56.4976
1.95813,47.6903
2.15409,39.44846
2.36948,34.23182
2.60632,26.84294
2.86693,21.26327
3.1536,17.60476
3.46914,14.5623
3.8161,11.40854
4.19756,9.67453
4.61734,8.32588
5.07902,6.26946
5.58695,4.19595
6.14572,3.33603
